0,478
0.227,509.96
0.454,536.623
0.68,500.978
0.907,506.058
1.134,496.091
1.361,468.413
1.587,490.543
1.814,512.174
2.041,488.804
2.268,445.014
2.494,510.279
2.721,511.13
2.948,497.87
3.175,492.268
3.401,474.359
3.628,551.275
3.855,489.246
4.082,487.804
4.308,491.761
4.535,497.087
4.762,490.761
4.989,524.688
5.215,535.083
5.442,520.217
5.669,459.25
5.896,524.514
6.122,517.478
6.349,507.391
6.576,497.467
6.803,509
7.029,473.167
7.256,499.304
7.483,512.011
7.71,471.884
7.937,514.478
8.163,504.913
8.39,491.649
8.617,497.652
8.844,516.978
9.07,464.203
9.297,513.138
9.524,474.065
9.751,452.091
9.977,454.855
10.204,464.565
10.431,463.667
10.658,463.685
10.884,457.957
11.111,444.029
11.338,422.986
11.565,448.663
11.791,466.768
12.018,447.496
12.245,445.543
12.472,440.199
12.698,448.739
12.925,430.75
13.152,475.428
13.379,417.71
13.605,488.783
13.832,441.188
14.059,463.833
14.286,465.337
14.512,434.71
14.739,477.877
14.966,494.717
15.193,457.641
15.42,458.333
15.646,481.5
15.873,465.239
16.1,465.913
16.327,460.087
16.553,473.207
16.78,423.138
17.007,441.152
17.234,440.13
17.46,468.163
17.687,491.717
17.914,490.417
18.141,481.71
18.367,437.696
18.594,434.101
18.821,431.895
19.048,443
19.274,455.069
19.501,442.362
19.728,476.783
19.955,458.855
20.181,425.022
20.408,460.478
20.635,430.605
20.862,433.667
21.088,454.989
21.315,453.341
21.542,426.772
21.769,450.522
21.995,480.406
22.222,455
22.449,467.152
22.676,483.493
22.902,484.29
23.129,460.13
23.356,461.565
23.583,485.493
23.81,464.076
24.036,467.362
24.263,484.283
24.49,465.435
24.717,477.42
24.943,488.746
25.17,452.739
25.397,469.246
25.624,442.793
25.85,487.804
26.077,473.333
26.304,473.319
26.531,478.13
26.757,489.007
26.984,462.678
27.211,461.261
27.438,471.207
27.664,461.138
27.891,484.424
28.118,459.464
28.345,486.17
28.571,475.457
28.798,466.866
29.025,469.435
29.252,498.348
29.478,482.754
29.705,490.188
29.932,457.957
30.159,460.301
30.385,435.862
30.612,468.337
30.839,429.246
31.066,450.978
31.293,449.5
31.519,457.185
31.746,447.928
31.973,435.293
32.2,430.087
32.426,429.42
32.653,432
32.88,444.054
33.107,449.529
33.333,460.804
33.56,454.145
33.787,445.964
34.014,441.522
34.24,450.246
34.467,434.072
34.694,478.054
34.921,466.022
35.147,471.275
35.374,474.522
35.601,471.239
35.828,488.007
36.054,503.467
36.281,506.145
36.508,524.667
36.735,523.587
36.961,522.033
37.188,509.87
37.415,512.467
37.642,483.891
37.868,494.522
38.095,482.826
38.322,494.409
38.549,472.239
38.776,468.717
39.002,439.87
39.229,448.703
39.456,441.261
39.683,465.293
39.909,431.551
40.136,449.87
40.363,455.29
40.59,434.326
40.816,445.652
41.043,453.851
41.27,430.768
41.497,462.424
41.723,441.333
41.95,444.428
42.177,464.174
42.404,453.029
42.63,417.623
42.857,458.326
43.084,453.312
43.311,433.841
43.537,471.348
43.764,446.337
43.991,467.268
44.218,463.435
44.444,476.783
44.671,447.844
44.898,438.348
45.125,476.464
45.351,450.522
45.578,460.011
45.805,457.949
46.032,459.652
46.259,445.913
46.485,473.087
46.712,454.58
46.939,446
47.166,476.826
47.392,468.504
47.619,442.957
47.846,458.761
48.073,441.377
48.299,469.978
48.526,444.587
48.753,421.04
48.98,439.609
49.206,437.764
49.433,446.152
49.66,473.5
49.887,461.043
50.113,448.167
50.34,460.63
50.567,448.145
50.794,472.406
51.02,469.554
51.247,446.558
51.474,465.917
51.701,475.087
51.927,464.935
52.154,464.5
52.381,468.174
52.608,491.957
52.834,469.819
53.061,489.196
53.288,438.743
53.515,485.275
53.741,466.457
53.968,424.297
54.195,483.721
54.422,469.739
54.649,448.185
54.875,441.37
55.102,425.283
55.329,426.116
55.556,429.819
55.782,460.022
56.009,435.678
56.236,438.725
56.463,444.728
56.689,410.529
56.916,457.37
57.143,424.348
57.37,434.833
57.596,451.688
57.823,444.478
58.05,414.304
58.277,452.141
58.503,418.152
58.73,448.721
58.957,470.362
59.184,448.37
59.41,423.978
59.637,449.083
59.864,460.565
60.091,464.446
60.317,437.326
60.544,464.511
60.771,452.145
60.998,476.366
61.224,489.261
61.451,427.272
61.678,466.043
61.905,445.152
62.132,440.109
62.358,462.909
62.585,464
62.812,485.975
63.039,463.92
63.265,460.348
63.492,493.348
63.719,474.511
63.946,476.413
64.172,460.051
64.399,472.551
64.626,486.217
64.853,457.348
65.079,436.558
65.306,455.783
65.533,454.257
65.76,455.203
65.986,455.163
66.213,418.13
66.44,454.261
66.667,477.609
66.893,472.895
67.12,483.739
67.347,462.576
67.574,448.08
67.8,441.167
68.027,460.565
68.254,475.283
68.481,463.601
68.707,459.076
68.934,453.333
69.161,444.268
69.388,456.217
69.615,462.112
69.841,449.957
70.068,481.815
70.295,477.326
70.522,427.341
70.748,481.739
70.975,465.989
71.202,490.384
71.429,475.859
71.655,438.899
71.882,460.793
72.109,429.413
72.336,469.949
72.562,461.232
72.789,419.446
73.016,470
73.243,443.533
73.469,464.739
73.696,467.935
73.923,444.449
74.15,442.141
74.376,444.072
74.603,476.12
74.83,481.543
75.057,450.406
75.283,443.478
75.51,456.859
75.737,461.5
75.964,464.138
76.19,459.522
76.417,461.779
76.644,480.348
76.871,437.511
77.098,453.841
77.324,478.174
77.551,468.761
77.778,459.572
78.005,473.348
78.231,481
78.458,474.304
78.685,469.884
78.912,463.826
79.138,489.471
79.365,470.638
79.592,470.663
79.819,467.159
80.045,511.257
80.272,515.391
80.499,491.699
80.726,477.942
80.952,478.315
81.179,484.536
81.406,493.721
81.633,467.13
81.859,485.38
82.086,480.79
82.313,475.543
82.54,511.406
82.766,497
82.993,452
83.22,484.482
83.447,482
83.673,454.859
83.9,481.167
84.127,474.688
84.354,439.174
84.58,471.971
84.807,492.181
85.034,480.87
85.261,463.087
85.488,476.707
85.714,488.435
85.941,481.942
86.168,477.42
86.395,482.761
86.621,463.457
86.848,479.145
87.075,464.304
87.302,486.522
87.528,467.145
87.755,456.283
87.982,478.739
88.209,465.772
88.435,455.152
88.662,438.75
88.889,460.391
89.116,453.174
89.342,461.13
89.569,452.79
89.796,498.304
90.023,465.029
90.249,491
90.476,494.978
90.703,461.203
90.93,494.79
91.156,479.804
91.383,484.38
91.61,493.913
91.837,464.261
92.063,479.79
92.29,451.12
92.517,460.739
92.744,469.736
92.971,458.514
93.197,466.141
93.424,446.565
93.651,467.547
93.878,472.5
94.104,467.928
94.331,454.478
94.558,484.804
94.785,472.797
95.011,466.12
95.238,479.87
95.465,468.377
95.692,476.819
95.918,462.641
96.145,492.116
96.372,473.982
96.599,482.435
96.825,451.264
97.052,452.623
97.279,465.478
97.506,487.978
97.732,459
97.959,443.696
98.186,483.522
98.413,471.565
98.639,474.685
98.866,476.87
99.093,454
99.32,456.978
99.546,458.464
99.773,456.13
100,464.75
100.227,453.949
100.454,465.37
100.68,453.348
100.907,462.123
101.134,462.92
101.361,458.467
101.587,460.029
101.814,449.12
102.041,457.522
102.268,465.464
102.494,473.464
102.721,468.38
102.948,502.804
103.175,495.268
103.401,505.87
103.628,508.083
103.855,469.558
104.082,492.25
104.308,463
104.535,481.286
104.762,482.174
104.989,461.159
105.215,450.174
105.442,449.174
105.669,457.884
105.896,470.54
106.122,450.13
106.349,444.489
106.576,434
106.803,447.109
107.029,457.667
107.256,455.562
107.483,488
107.71,480.072
107.937,494
108.163,470.761
108.39,482.051
108.617,473.975
108.844,513.13
109.07,456.804
109.297,458.21
109.524,472.5
109.751,461.522
109.977,475.478
110.204,486.087
110.431,489.583
110.658,478.159
110.884,469.391
111.111,458.819
111.338,457.062
111.565,469.957
111.791,474.297
112.018,434.826
112.245,480.837
112.472,452.957
112.698,500.779
112.925,476.239
113.152,456.217
113.379,445.652
113.605,428.663
113.832,459.457
114.059,450.681
114.286,466.739
114.512,454.275
114.739,469.333
114.966,446.163
115.193,488.232
115.42,451.337
115.646,494.13
115.873,466.13
116.1,468.014
116.327,481.022
116.553,454
116.78,467.917
117.007,458.609
117.234,495.054
117.46,434.022
117.687,445.489
117.914,439.768
118.141,432.493
118.367,420.478
118.594,439.623
118.821,448.087
119.048,412.598
119.274,434.92
119.501,456.098
119.728,468.696
119.955,443.5
120.181,463.406
120.408,452.293
120.635,415.913
120.862,460.413
121.088,458.239
121.315,454.83
121.542,433
121.769,458.304
121.995,438.804
122.222,473.424
122.449,485.783
122.676,436.754
122.902,473.399
123.129,453
123.356,454.971
123.583,496.504
123.81,461.413
124.036,457.746
124.263,475.087
124.49,521.707
124.717,451.188
124.943,450.112
125.17,450
125.397,474.931
125.624,475.971
125.85,501.576
126.077,467.942
126.304,478.453
126.531,454.239
126.757,497.239
126.984,492.754
127.211,441.293
127.438,488.312
127.664,467.163
127.891,482.478
128.118,435.178
128.345,508.906
128.571,435.087
128.798,438.899
129.025,448.46
129.252,442.587
129.478,474.692
129.705,480.246
129.932,466.63
130.159,448.558
130.385,447.917
130.612,456.696
130.839,452.924
131.066,427.109
131.293,425.054
131.519,425.739
131.746,456.319
131.973,465.13
132.2,408.192
132.426,389.971
132.653,422.076
132.88,431.754
133.107,445.083
133.333,439.304
133.56,465.638
133.787,440.551
134.014,434.837
134.24,415.348
134.467,466.92
134.694,470
134.921,404.246
135.147,440.13
135.374,422.272
135.601,443
135.828,440.656
136.054,439.913
136.281,434.101
136.508,433.768
136.735,468.859
136.961,433.072
137.188,438.88
137.415,455.652
137.642,439.174
137.868,435.942
138.095,443.837
138.322,446.906
138.549,424.931
138.776,484.826
139.002,430.348
139.229,436.217
139.456,445.315
139.683,444.841
139.909,444.525
140.136,410.065
140.363,427.855
140.59,455.435
140.816,423
141.043,429.667
141.27,439.569
141.497,414.304
141.723,429.457
141.95,430.341
142.177,438.815
142.404,429.739
142.63,444.138
142.857,462.435
143.084,440.699
143.311,430.493
143.537,445.696
143.764,433.833
143.991,419.293
144.218,437.826
144.444,445.764
144.671,444.935
144.898,461.098
145.125,422.507
145.351,432.87
145.578,459.022
145.805,452.152
146.032,443.333
146.258,446.685
146.485,415.152
146.712,447.442
146.939,449.826
147.166,446.783
147.392,447.746
147.619,437.457
147.846,457.884
148.073,460.312
148.299,429.63
148.526,467.909
148.753,449.681
148.98,452
149.206,450.587
149.433,438.797
149.66,456.348
149.887,435.83
150.113,444.167
150.34,441.446
150.567,457.029
150.794,459.141
151.02,449
151.247,456.333
151.474,459.014
151.701,460.348
151.927,450.138
152.154,461.449
152.381,452.13
152.608,441.888
152.834,471.862
153.061,444.576
153.288,434.739
153.515,449.565
153.742,445.717
153.968,444.399
154.195,437.971
154.422,428.859
154.649,423.225
